genome_id,genome_id,genus,source,species,quality,completeness,contamination,N50,contigs,genome_len,gc
GCF_019831915.1,GCF_019831915.1,Streptomyces,NCBI,clavuligerus,MQ,99.58,1.07,6881717,4,8801067,0.7248491574941993
GCF_019857225.1,GCF_019857225.1,Streptomyces,NCBI,plumbidurans,LQ,100.0,0.79,119887,190,8642823,0.7078629285824782
GCF_019880305.1,GCF_019880305.1,Streptomyces,NCBI,decoyicus,HQ,100.0,0.71,8632952,1,8632952,0.7092287782904387
GCF_019880525.1,GCF_019880525.1,Streptomyces,NCBI,bikiniensis,MQ,99.93,0.51,448283,65,7412226,0.730023747252175
GCF_019890615.1,GCF_019890615.1,Streptomyces,NCBI,parmotrematis,MQ,97.89,1.58,234853,83,7401816,0.721332440579447
GCF_019890635.1,GCF_019890635.1,Streptomyces,NCBI,sennicomposti,LQ,98.71,0.43,95602,150,7351330,0.7308591778630533
GCF_019890645.1,GCF_019890645.1,Streptomyces,NCBI,musisoli,LQ,99.14,2.74,157308,174,9250775,0.7202512221948972
GCF_019890725.1,GCF_019890725.1,Streptomyces,NCBI,sp019890725,LQ,98.94,1.98,116494,171,8482086,0.7269445275607911
GCF_019933235.1,GCF_019933235.1,Streptomyces,NCBI,angustmyceticus,HQ,100.0,0.98,8116382,1,8116382,0.7222790893775084
GCF_020010905.1,GCF_020010905.1,Streptomyces,NCBI,acidiscabies,MQ,100.0,1.43,5894306,4,11002003,0.7059813563039384
GCF_020010925.1,GCF_020010925.1,Streptomyces,NCBI,brasiliscabiei,MQ,93.8841201716738,1.7525035765379111,3950223,8,10610750,0.7137182574276087
GCF_020024005.1,GCF_020024005.1,Streptomyces,NCBI,violens,LQ,98.58,3.48,23973,494,7743394,0.7130858964105146
GCF_020026305.1,GCF_020026305.1,Streptomyces,NCBI,sp020026305,HQ,99.14,0.72,8832922,1,8832922,0.7146705246576388
GCF_020034615.1,GCF_020034615.1,Streptomyces,NCBI,rochei,HQ,100.0,0.06,8085430,2,8262829,0.7253942929231623
GCF_020037025.1,GCF_020037025.1,Streptomyces,NCBI,huiliensis,LQ,98.44,2.11,41451,587,7680491,0.73192924775252
GCF_020092025.1,GCF_020092025.1,Streptomyces,NCBI,olivaceus,MQ,100.0,0.64,355376,62,8419233,0.7240621562558015
GCF_020092035.1,GCF_020092035.1,Streptomyces,NCBI,olivaceus,MQ,100.0,0.21,352039,64,8294469,0.7248080618542309
GCF_020092045.1,GCF_020092045.1,Streptomyces,NCBI,olivaceus,MQ,100.0,0.0,326506,60,8159146,0.7250795610226854
GCF_020092085.1,GCF_020092085.1,Streptomyces,NCBI,olivaceus,MQ,100.0,0.21,424850,57,8369361,0.7241121514533786
GCF_020092095.1,GCF_020092095.1,Streptomyces,NCBI,olivaceus,MQ,100.0,0.21,313388,68,8263139,0.7248240650435628
GCF_020092125.1,GCF_020092125.1,Streptomyces,NCBI,olivaceus,MQ,100.0,0.21,254377,67,8263299,0.7248211640411414
GCF_020092145.1,GCF_020092145.1,Streptomyces,NCBI,olivaceus,MQ,100.0,1.93,320192,64,8335124,0.7248925150963561
GCF_020092165.1,GCF_020092165.1,Streptomyces,NCBI,olivaceus,MQ,100.0,0.0,352836,64,8249263,0.7251561745576545
GCF_020092175.1,GCF_020092175.1,Streptomyces,NCBI,olivaceus,MQ,100.0,0.21,320298,60,8264941,0.7247925907759051
GCF_020092205.1,GCF_020092205.1,Streptomyces,NCBI,olivaceus,MQ,100.0,0.21,272621,66,8271341,0.72479758723525
GCF_020092225.1,GCF_020092225.1,Streptomyces,NCBI,olivaceus,MQ,100.0,0.0,292353,61,8364021,0.7241760870758216
GCF_020092245.1,GCF_020092245.1,Streptomyces,NCBI,olivaceus,MQ,100.0,0.0,437192,54,8105251,0.7251376916026413
GCF_020092255.1,GCF_020092255.1,Streptomyces,NCBI,olivaceus,MQ,100.0,0.21,424850,55,8368001,0.7240812949233634
GCF_020092265.1,GCF_020092265.1,Streptomyces,NCBI,olivaceus,MQ,100.0,0.0,391164,59,8124894,0.725646143814307
GCF_020092305.1,GCF_020092305.1,Streptomyces,NCBI,olivaceus,MQ,100.0,0.07,405348,58,8599360,0.7241645889926692
GCF_020092325.1,GCF_020092325.1,Streptomyces,NCBI,olivaceus,MQ,100.0,0.0,352835,58,8159244,0.7250837209917977
GCF_020092345.1,GCF_020092345.1,Streptomyces,NCBI,olivaceus,MQ,100.0,0.64,357003,56,8419497,0.7240674828911988
GCF_020092355.1,GCF_020092355.1,Streptomyces,NCBI,olivaceus,MQ,100.0,0.21,272643,72,8261147,0.7248298571614813
GCF_020092365.1,GCF_020092365.1,Streptomyces,NCBI,olivaceus,MQ,100.0,0.0,337880,68,8662703,0.7244196182184706
GCF_020092375.1,GCF_020092375.1,Streptomyces,NCBI,olivaceus,MQ,100.0,0.0,396789,51,8330727,0.7251691238951895
GCF_020092425.1,GCF_020092425.1,Streptomyces,NCBI,olivaceus,MQ,100.0,0.0,290635,71,8246890,0.7248887762538363
GCF_020092445.1,GCF_020092445.1,Streptomyces,NCBI,olivaceus,MQ,100.0,0.21,343431,65,8332562,0.7246645149475035
GCF_020092465.1,GCF_020092465.1,Streptomyces,NCBI,olivaceus,MQ,100.0,2.36,343607,65,8372847,0.724729115437079
GCF_020092485.1,GCF_020092485.1,Streptomyces,NCBI,olivaceus,MQ,100.0,0.21,344713,63,8372677,0.7240806017000297
GCF_020092505.1,GCF_020092505.1,Streptomyces,NCBI,olivaceus,MQ,100.0,0.0,295693,73,8278546,0.724959672870091
GCF_020092525.1,GCF_020092525.1,Streptomyces,NCBI,olivaceus,MQ,100.0,0.21,377601,60,8261676,0.7247979707749372
GCF_020092545.1,GCF_020092545.1,Streptomyces,NCBI,olivaceus,MQ,100.0,0.21,272643,68,8263333,0.7248297993073739
GCF_020092565.1,GCF_020092565.1,Streptomyces,NCBI,olivaceus,MQ,100.0,0.0,447150,42,8545771,0.7261589387312157
GCF_020092585.1,GCF_020092585.1,Streptomyces,NCBI,olivaceus,MQ,100.0,0.21,352379,66,8263321,0.7247958780737188
GCF_020092605.1,GCF_020092605.1,Streptomyces,NCBI,olivaceus,MQ,100.0,0.36,362295,71,8541950,0.7244947582226541
GCF_020092625.1,GCF_020092625.1,Streptomyces,NCBI,olivaceus,MQ,100.0,0.0,388264,52,8259158,0.7252185997652545
GCF_020092645.1,GCF_020092645.1,Streptomyces,NCBI,olivaceus,MQ,100.0,0.0,623166,46,8309658,0.7251156425450963
GCF_020092665.1,GCF_020092665.1,Streptomyces,NCBI,olivaceus,MQ,100.0,0.0,274188,65,8252683,0.7252565014311103
GCF_020092675.1,GCF_020092675.1,Streptomyces,NCBI,olivaceus,MQ,100.0,0.21,370611,58,8254898,0.7250862457658471
GCF_020092695.1,GCF_020092695.1,Streptomyces,NCBI,olivaceus,MQ,100.0,0.21,396632,53,8257488,0.7250804360841941
GCF_020092725.1,GCF_020092725.1,Streptomyces,NCBI,olivaceus,MQ,100.0,0.0,552387,41,8388621,0.7255166254381977
GCF_020093395.1,GCF_020093395.1,Streptomyces,NCBI,griseocarneus,MQ,99.29,1.13,307307,76,7393338,0.7219318585212171
GCF_020099395.1,GCF_020099395.1,Streptomyces,NCBI,sp014253015,HQ,98.84,1.51,7638929,2,7668063,0.7305565955835261
GCF_020103755.1,GCF_020103755.1,Kitasatospora,NCBI,sp020103755,LQ,99.47,3.86,13306,1295,9558926,0.7253998024447721
GCF_020166595.1,GCF_020166595.1,Streptomyces,NCBI,sp004187715,LQ,98.93,1.43,14701,1079,8714222,0.7027376626393039
GCF_020176795.1,GCF_020176795.1,Streptomyces,NCBI,sp020176795,LQ,98.19,2.17,15698,991,9078753,0.7199080838797934
GCF_020177475.1,GCF_020177475.1,Streptomyces,NCBI,rubiginosohelvolus,LQ,99.33,0.44,12009,1018,7848592,0.7178138981184519
GCF_020180955.1,GCF_020180955.1,Streptomyces,NCBI,sp006540305,MQ,98.71,1.74,264106,74,8897045,0.7132156953691591
GCF_020181035.1,GCF_020181035.1,Streptomyces,NCBI,sp020181035,LQ,100.0,0.34,352661,104,9750154,0.7117146417078218
GCF_020312175.1,GCF_020312175.1,Streptomyces,NCBI,flaveolus,MQ,100.0,2.06,154227,85,8277434,0.720881857831787
GCF_020312215.1,GCF_020312215.1,Streptomyces,NCBI,flaveolus,MQ,100.0,2.06,155430,99,8274229,0.7208462564910881
GCF_020312235.1,GCF_020312235.1,Streptomyces,NCBI,pseudogriseolus,LQ,99.89,0.43,129602,120,7363847,0.7246212475625852
GCF_020312255.1,GCF_020312255.1,Streptomyces,NCBI,pseudogriseolus,LQ,99.89,0.43,97815,129,7357993,0.7245342581869811
GCF_020312265.1,GCF_020312265.1,Streptomyces,NCBI,flaveolus,LQ,100.0,2.06,90653,173,8270282,0.720679899427855
GCF_020312315.1,GCF_020312315.1,Streptomyces,NCBI,flaveolus,LQ,100.0,2.06,113910,112,8272591,0.7208022250828066
GCF_020328095.1,GCF_020328095.1,Streptomyces,NCBI,cinnamoneus,LQ,99.29,0.75,62247,297,6953971,0.723759705066357
GCF_020341595.1,GCF_020341595.1,Streptomyces,NCBI,parvus,HQ,99.84,0.97,8214879,1,8214879,0.7161022091743531
GCF_020400585.1,GCF_020400585.1,Streptomyces,NCBI,sp020400585,LQ,100.0,1.11,269769,112,7646402,0.7123216906461366
GCF_020400595.1,GCF_020400595.1,Streptomyces,NCBI,sp020400595,LQ,99.46,1.29,193034,216,10029879,0.7240898918122541
GCF_020400605.1,GCF_020400605.1,Streptomyces,NCBI,sp020400605,LQ,100.0,1.74,230881,137,8986452,0.7330292311136809
GCF_020400645.1,GCF_020400645.1,Streptomyces,NCBI,albus,MQ,99.64,1.42,285115,81,7779315,0.7273347331995169
GCF_020400655.1,GCF_020400655.1,Streptomyces,NCBI,spinosus,MQ,99.46,1.07,350598,94,9172287,0.7247636276536048
GCF_020400685.1,GCF_020400685.1,Streptomyces,NCBI,echinatus,LQ,96.46,1.82,400654,113,9205321,0.7204209391503024
GCF_020400725.1,GCF_020400725.1,Streptomyces,NCBI,sp020400725,LQ,97.64,2.68,78472,229,8340305,0.7258385634578112
GCF_020400825.1,GCF_020400825.1,Streptomyces,NCBI,sp020400825,LQ,100.0,0.0,203412,188,8408358,0.7289913203029652
GCF_020404845.1,GCF_020404845.1,Streptomyces,NCBI,hyderabadensis,LQ,100.0,0.45,130065,169,8183068,0.7246251650359009
GCF_020410765.1,GCF_020410765.1,Streptomyces,NCBI,marincola,HQ,96.46,1.59,6629020,1,6629020,0.7358253557841129
GCF_020515735.1,GCF_020515735.1,Streptomyces,NCBI,parvulus,MQ,100.0,0.86,449913,71,7737917,0.727131991723354
GCF_020521255.1,GCF_020521255.1,Streptomyces,NCBI,hydrogenans,LQ,99.58,5.24,965136,120,10194241,0.7284220571202897
GCF_020521275.1,GCF_020521275.1,Streptomyces,NCBI,griseoviridis,MQ,100.0,3.04,1311779,18,8219361,0.7321647023412161
GCF_020521295.1,GCF_020521295.1,Streptomyces,NCBI,violascens,LQ,98.87,6.4,2340450,25,8916662,0.7050201073002431
GCF_020521315.1,GCF_020521315.1,Streptomyces,NCBI,albidoflavus,MQ,99.89,1.79,5298185,6,7167927,0.7329798420101098
GCF_020532625.1,GCF_020532625.1,Streptomyces,NCBI,sp020532625,LQ,98.2,1.23,38913,284,6545928,0.7339772145370373
GCF_020532645.1,GCF_020532645.1,Streptomyces,NCBI,bambusae,LQ,98.43,1.54,106707,169,8305856,0.7300401066428313
GCF_020535385.1,GCF_020535385.1,Streptomyces,NCBI,albidoflavus,HQ,99.89,0.0,6850369,2,7294712,0.7334746046177012
GCF_020564935.1,GCF_020564935.1,Streptomyces,NCBI,pinistramenti,LQ,100.0,1.95,117612,133,7853467,0.7148613472240986
GCF_020616555.1,GCF_020616555.1,Streptomyces,NCBI,sp003403055,HQ,100.0,0.91,9816795,2,10018810,0.7041046790986155
GCF_020639365.1,GCF_020639365.1,Streptomyces,NCBI,flavotricini,MQ,99.49,2.51,8677784,45,8859749,0.7210957195988633
GCF_020640855.1,GCF_020640855.1,Streptomyces,NCBI,californicus,MQ,99.93,0.47,1079985,50,7994281,0.7260343658079825
GCF_020685565.1,GCF_020685565.1,Streptomyces,NCBI,morookaensis,LQ,98.84,1.61,362883,106,8121874,0.7146353169231633
GCF_020685665.1,GCF_020685665.1,Streptomyces,NCBI,olivaceus,MQ,100.0,0.0,315560,92,8015389,0.7259466758257147
GCF_020739505.1,GCF_020739505.1,Streptomyces,NCBI,xinghaiensis,MQ,100.0,0.26,7094148,2,7254545,0.7307341811236956
GCF_020740535.1,GCF_020740535.1,Streptomyces,NCBI,sp020740535,HQ,93.65,0.95,7653710,1,7653710,0.7214331350416987
GCF_020740835.1,GCF_020740835.1,Streptomyces,NCBI,sp020740835,LQ,98.4,3.36,12946,1076,8235973,0.7144275726609596
GCF_020740895.1,GCF_020740895.1,Streptomyces,NCBI,sp020740895,LQ,99.64,2.88,17091,792,7618150,0.7198146249343483
GCF_020741675.1,GCF_020741675.1,Kitasatospora,NCBI,aureofaciens,LQ,98.94736842105264,1.3157894736842106,80118,148,6850706,0.7299668092602427
GCF_020783455.1,GCF_020783455.1,Streptomyces,NCBI,anulatus,HQ,99.84,0.09,8372992,2,8690773,0.7162563099968208
GCF_020783515.1,GCF_020783515.1,Streptomyces,NCBI,fungicidicus,HQ,98.71,0.64,6740826,1,6740826,0.7213789526684119
GCF_020783535.1,GCF_020783535.1,Streptomyces,NCBI,fungicidicus,HQ,98.71,0.64,6740828,1,6740828,0.7213763650400218
GCF_020783555.1,GCF_020783555.1,Streptomyces,NCBI,fungicidicus,HQ,98.71,0.64,6741257,1,6741257,0.721379558738081
GCF_020783575.1,GCF_020783575.1,Streptomyces,NCBI,fungicidicus,HQ,98.71,0.64,6740828,1,6740828,0.7213763650400218
GCF_020783595.1,GCF_020783595.1,Streptomyces,NCBI,fungicidicus,HQ,98.71,0.64,6740841,1,6740841,0.7213731936415649
GCF_020783615.1,GCF_020783615.1,Streptomyces,NCBI,fungicidicus,HQ,98.71,0.64,6740829,1,6740829,0.7213783349199334
GCF_020783635.1,GCF_020783635.1,Streptomyces,NCBI,fungicidicus,HQ,98.71,0.64,6741246,1,6741246,0.7213808841866919
GCF_020790115.1,GCF_020790115.1,Streptomyces,NCBI,lydicus,HQ,99.91,1.78,7832127,1,7832127,0.7204076236251021
GCF_020819595.1,GCF_020819595.1,Streptomyces,NCBI,barringtoniae,LQ,100.0,0.91,364153,141,9045328,0.7129748086525994
GCF_020861705.1,GCF_020861705.1,Streptomyces,NCBI,sp000772045,LQ,100.0,0.21,237932,113,7936694,0.7226947391445355
GCF_020873815.1,GCF_020873815.1,Streptomyces,NCBI,albogriseolus,MQ,100.0,0.0,215208,86,7447345,0.7256020769817969
GCF_020873855.1,GCF_020873855.1,Streptomyces,NCBI,rochei,LQ,100.0,1.03,490332,159,8250702,0.7242021345577625
GCF_020873925.1,GCF_020873925.1,Streptomyces,NCBI,anulatus,LQ,99.84,0.0,255674,102,8501894,0.714409518631966
GCF_020881015.1,GCF_020881015.1,Streptomyces,NCBI,rochei,LQ,100.0,0.6795422031473533,214941,440,8346014,0.7217009221407968
GCF_020881855.1,GCF_020881855.1,Streptomyces,NCBI,albidoflavus,HQ,99.89,0.14,6750555,1,6750555,0.7314010768464384
GCF_020907265.1,GCF_020907265.1,Streptomyces,NCBI,parvulus,MQ,100.0,0.86,282425,48,7689048,0.7283161740769397
GCF_020907985.1,GCF_020907985.1,Kitasatospora,NCBI,humi,LQ,99.47,1.49,134447,150,8094094,0.7210458638113172
GCF_020982505.1,GCF_020982505.1,Streptomyces,NCBI,xinghaiensis,MQ,99.3,0.53,7047439,2,7048881,0.7296312705520209
GCF_020982545.1,GCF_020982545.1,Streptomyces,NCBI,sp020982545,MQ,99.64,0.57,553954,37,10497705,0.7082024118604971
GCF_020991365.1,GCF_020991365.1,Streptomyces_D,NCBI,sp020991365,LQ,100.0,1.97,217664,200,6987359,0.7582895763014005
GCF_021028635.1,GCF_021028635.1,Streptomyces,NCBI,huasconensis,HQ,100.0,0.29,8236582,1,8236582,0.7157274704483
GCF_021029465.1,GCF_021029465.1,Streptomyces,NCBI,cinerochromogenes,HQ,100.0,0.88,9635564,1,9635564,0.7233624310938104
GCF_021044745.1,GCF_021044745.1,Streptomyces,NCBI,sp001905825,MQ,99.49,2.06,8925805,2,8968071,0.7237435312848358
GCF_021083325.1,GCF_021083325.1,Streptomyces,NCBI,sp000527195,LQ,99.79,0.21,69524,182,7615992,0.7238780412345683
GCF_021165735.1,GCF_021165735.1,Yinghuangia,NCBI,sp021165735,HQ,98.95,0.53,8343587,1,8343587,0.7197869453509623
GCF_021173675.1,GCF_021173675.1,Streptomyces,NCBI,lincolnensis_A,MQ,99.75,0.57,589687,82,10537973,0.7120244638776032
GCF_021216675.1,GCF_021216675.1,Streptomyces,NCBI,gobiensis,HQ,98.58,2.1,5691859,1,5691859,0.6896899589396013
GCF_021228115.1,GCF_021228115.1,Streptomyces,NCBI,albireticuli,MQ,99.56,0.31,326674,91,6939886,0.7238859372680913
GCF_021228125.1,GCF_021228125.1,Streptomyces,NCBI,albireticuli,LQ,99.56,1.7,326773,108,8564494,0.724721191110343
GCF_021228305.1,GCF_021228305.1,Streptomyces,NCBI,albireticuli,LQ,99.56,0.48,523938,115,6916726,0.7244985610174159
GCF_021233395.1,GCF_021233395.1,Streptomyces,NCBI,samsunensis,LQ,100.0,5.26,11656895,2,11689692,0.7103111014387719
GCF_021246025.1,GCF_021246025.1,Streptomyces,NCBI,samsunensis,LQ,100.0,5.79,66803,428,11426811,0.7109058686627442
GCF_021261325.1,GCF_021261325.1,Streptomyces,NCBI,sp021261325,MQ,100.0,1.11,288553,78,10492733,0.7030926984167527
GCF_021300715.1,GCF_021300715.1,Streptomyces,NCBI,murinus,LQ,99.89,1.11,55964,289,8379201,0.7187662642297279
GCF_021366495.1,GCF_021366495.1,Streptomyces,NCBI,albulus_C,LQ,99.91,2.06,183934,142,8863720,0.7266370101943653
GCF_021383925.1,GCF_021383925.1,Streptomyces,NCBI,sp000772045,HQ,100.0,0.14,8024389,1,8024389,0.722534963431461
GCF_021390235.1,GCF_021390235.1,Streptomyces,NCBI,violaceus,MQ,100.0,0.0,228441,94,9406877,0.7109715583609736
GCF_021390475.1,GCF_021390475.1,Streptomyces,NCBI,sp021390475,MQ,95.7,1.09,109150,91,6181131,0.7266660421854836
GCF_021390895.1,GCF_021390895.1,Streptomyces,NCBI,sp001865245,MQ,99.55,1.33,1630831,8,7222961,0.7338484867909435
GCF_021390935.1,GCF_021390935.1,Streptomyces,NCBI,sp021390935,MQ,96.95,0.8,568003,25,6857711,0.7360479320286317
GCF_021394475.1,GCF_021394475.1,Streptomyces,NCBI,parvulus,MQ,100.0,0.86,246939,62,7688855,0.7283142500216228
GCF_021394575.1,GCF_021394575.1,Streptomyces,NCBI,thermodiastaticus,MQ,99.57,0.39,235439,49,6109016,0.7248442302328231
GCF_021432205.1,GCF_021432205.1,Streptomyces,NCBI,venezuelae,LQ,99.49,1.63,15125,1133,8209619,0.7236188427258318
GCF_021432215.1,GCF_021432215.1,Streptomyces,NCBI,venezuelae,LQ,98.37,0.93,10652,1377,8162161,0.7228035565581223
GCF_021432225.1,GCF_021432225.1,Streptomyces,NCBI,venezuelae,LQ,99.37,1.55,12424,1214,8211933,0.72306556811898
GCF_021432285.1,GCF_021432285.1,Streptomyces,NCBI,venezuelae,LQ,99.25,0.87,12220,1245,8114602,0.7237874049506562
GCF_021440105.1,GCF_021440105.1,Streptomyces,NCBI,lomondensis,MQ,100.0,0.0,352116,69,8783638,0.717333882840077
GCF_021441825.1,GCF_021441825.1,Streptomyces,NCBI,plumbidurans,HQ,100.0,0.57,8624193,1,8624193,0.7074946026834047
GCF_021442405.1,GCF_021442405.1,Streptomyces,NCBI,griseoaurantiacus,LQ,100.0,0.0,47382,254,7096221,0.7273435734051255
GCF_021442415.1,GCF_021442415.1,Streptomyces,NCBI,griseoaurantiacus,LQ,99.57,0.0,42201,296,7085482,0.7271992089687096
GCF_021462265.1,GCF_021462265.1,Streptomyces,NCBI,shenzhenensis,LQ,100.0,1.09,185809,253,10659425,0.7134750701843674
GCF_021462825.1,GCF_021462825.1,Streptomyces,NCBI,glomeratus,LQ,100.0,0.49,202410,125,7805372,0.7092644283019988
GCF_021474405.1,GCF_021474405.1,Streptomyces,NCBI,indiaensis,LQ,99.57,0.32,50087,309,7814613,0.7149756488261159
GCF_021474425.1,GCF_021474425.1,Streptomyces,NCBI,muensis,LQ,100.0,0.0,31546,670,9891217,0.706935569284013
GCF_021491675.1,GCF_021491675.1,Streptomyces,NCBI,globisporus,HQ,99.84,0.35,7850121,1,7850121,0.7153124136557895
GCF_021496465.1,GCF_021496465.1,Streptomyces,NCBI,collinus_A,HQ,99.89,0.93,7502433,1,7502433,0.728402906097262
GCF_021496485.1,GCF_021496485.1,Streptomyces,NCBI,collinus_A,HQ,99.89,0.93,6891949,1,6891949,0.7275812691010918
GCF_021496785.1,GCF_021496785.1,Streptomyces,NCBI,yunnanensis,HQ,99.79,2.38,9459690,1,9459690,0.7179653878721184
GCF_021502675.1,GCF_021502675.1,Yinghuangia,NCBI,sp021502675,MQ,98.68,0.96,234404,92,9708286,0.7205876414485585
GCF_021502685.1,GCF_021502685.1,Streptomyces,NCBI,nigra,MQ,100.0,0.21,404393,52,7727571,0.7196319783750543
GCF_021538775.1,GCF_021538775.1,Streptomyces,NCBI,roseoverticillatus,LQ,99.64,1.99,289470,116,8412202,0.721281181788074
GCF_021538815.1,GCF_021538815.1,Streptomyces,NCBI,sioyaensis,LQ,99.02,0.69,49328,291,7846140,0.7141384171070105
GCF_021538835.1,GCF_021538835.1,Streptomyces,NCBI,platensis,LQ,99.29,0.87,37309,401,8291969,0.7126929683408126
GCF_021538875.1,GCF_021538875.1,Streptomyces,NCBI,californicus,LQ,98.17,1.12,40525,391,7649494,0.7257418595269177
GCF_021538895.1,GCF_021538895.1,Streptomyces,NCBI,olivochromogenes_A,LQ,98.61,0.73,70511,281,10248371,0.7100886570168078
GCF_021545335.1,GCF_021545335.1,Streptomyces,NCBI,sp021545335,LQ,75.86,1.07,8306813,1,8306813,0.6983590457615936
GCF_021556455.1,GCF_021556455.1,Streptomyces,NCBI,fuscigenes,LQ,97.0,1.74,12419,811,6371350,0.7324402206753671
GCF_021600165.1,GCF_021600165.1,Streptomyces,NCBI,hygroscopicus,MQ,100.0,2.11,5243957,9,10408210,0.7190614908807567
GCF_021665875.1,GCF_021665875.1,Streptomyces,NCBI,caniscabiei,HQ,100.0,0.48,10556261,3,10694683,0.7127965363723263
GCF_021696945.1,GCF_021696945.1,Streptomyces,NCBI,sp021696945,LQ,99.47,0.89,63493,219,6277507,0.7420119165139919
GCF_021890875.1,GCF_021890875.1,Streptomyces,NCBI,yatensis,LQ,98.95,1.05,86830,271,9224189,0.7118115207743466
GCF_021892415.1,GCF_021892415.1,Streptomyces,NCBI,tricolor,LQ,99.62,0.94,33554,586,9428267,0.726882912909524
GCF_022015835.1,GCF_022015835.1,Streptomyces,NCBI,verrucosisporus,LQ,98.06,0.44,16807,596,6122654,0.7303264727173893
GCF_022026295.1,GCF_022026295.1,Streptomyces,NCBI,albidoflavus,HQ,99.89,1.14,7077963,2,7162904,0.7329267570806477
GCF_022213265.1,GCF_022213265.1,Streptomyces,NCBI,albidoflavus,LQ,99.89,0.0,151133,118,7218864,0.7348553124603844
GCF_022220465.1,GCF_022220465.1,Streptomyces,NCBI,sp014253015,HQ,98.84,1.15,7506783,1,7506783,0.7306204268859243
GCF_022221585.1,GCF_022221585.1,Streptomyces,NCBI,inhibens,HQ,100.0,2.17,9696490,1,9696490,0.7030810117888019
GCF_022271435.1,GCF_022271435.1,Streptomyces,NCBI,monomycini,MQ,100.0,2.12,162928,96,9268133,0.7199296769353489
GCF_022288725.1,GCF_022288725.1,Kitasatospora,NCBI,sp022288725,LQ,98.95,9.06,497526,288,9294085,0.7351409399212383
GCF_022347745.1,GCF_022347745.1,Streptomyces,NCBI,sp022347745,LQ,99.58,0.99,20066,638,7398074,0.7229184244439837
GCF_022385335.1,GCF_022385335.1,Streptomyces,NCBI,deccanensis,HQ,100.0,1.77,10101518,1,10101518,0.7112669600747136
GCF_022392825.1,GCF_022392825.1,Streptomyces,NCBI,flaveolus,LQ,99.93,6.01,738131,16,9014279,0.7191735467695198
GCF_022399475.1,GCF_022399475.1,Streptomyces,NCBI,bacillaris,MQ,94.43,2.1,173965,67,7871924,0.7200643705401627
GCF_022399485.1,GCF_022399485.1,Streptomyces,NCBI,bacillaris,MQ,96.91,1.69,1480784,11,8176880,0.7204905783134887
GCF_022399495.1,GCF_022399495.1,Streptomyces,NCBI,albidoflavus,MQ,99.68,1.57,1528209,10,7341796,0.7320812237223698
GCF_022399545.1,GCF_022399545.1,Streptomyces,NCBI,bacillaris,MQ,96.85,1.86,1784199,9,7837758,0.7207045688320564
GCF_022399585.1,GCF_022399585.1,Streptomyces,NCBI,albidoflavus,MQ,99.89,1.14,1020945,21,7214697,0.733144163919843
GCF_022414535.1,GCF_022414535.1,Streptomyces,NCBI,sp022414535,LQ,99.89,0.5,127370,134,7342207,0.7224048572860994
GCF_022414575.1,GCF_022414575.1,Streptomyces,NCBI,sp022414575,LQ,99.93,0.0,107719,128,6636710,0.7130988095004904
GCF_022414595.1,GCF_022414595.1,Streptomyces,NCBI,sp022414595,LQ,99.4,0.74,84552,147,6446886,0.7226259313411157
GCF_022414615.1,GCF_022414615.1,Streptomyces,NCBI,pluripotens,LQ,99.46,0.43,164408,164,7671699,0.7005257896588487
GCF_022414635.1,GCF_022414635.1,Streptomyces,NCBI,sp022414535,LQ,99.89,0.43,100013,169,7180176,0.7231668137382705
GCF_022513565.1,GCF_022513565.1,Streptomyces,NCBI,sp022513565,MQ,100.0,0.64,252519,95,8808297,0.710551880800568
GCF_022524345.1,GCF_022524345.1,Streptomyces,NCBI,sp022524345,MQ,99.11,0.09,6677320,2,6695159,0.7071209212507127
GCF_022614595.1,GCF_022614595.1,Streptomyces,NCBI,sp022614595,LQ,92.44,0.13,27697,225,4905133,0.7251053506549442
GCF_022647665.1,GCF_022647665.1,Streptomyces,NCBI,formicae,HQ,99.23,1.35,8177291,2,8205064,0.7082610202674836
GCF_022695595.1,GCF_022695595.1,Streptomyces,NCBI,sp022695595,HQ,98.7,1.25,7915503,1,7915503,0.7145851628127738
GCF_022695635.1,GCF_022695635.1,Streptomyces,NCBI,albidoflavus,HQ,99.89,0.57,6984675,1,6984675,0.7343124769584841
GCF_022695985.1,GCF_022695985.1,Streptomyces,NCBI,sp022695985,LQ,96.2,1.67,29485,461,8029794,0.7098586837968696
GCF_022698145.1,GCF_022698145.1,Streptomyces,NCBI,sp000411315,MQ,100.0,0.57,372099,84,9406843,0.7077211770197505
GCF_022698165.1,GCF_022698165.1,Streptomyces,NCBI,sp022698165,MQ,99.89,0.64,632885,45,10929167,0.7101360972890248
GCF_022698285.1,GCF_022698285.1,Streptomyces,NCBI,sp006088715,MQ,99.89,0.57,9741347,4,9837143,0.727214293824945
GCF_022698305.1,GCF_022698305.1,Streptomyces,NCBI,spectabilis,MQ,99.89,1.0,9677765,6,9967045,0.7237119928725113
GCF_022699385.1,GCF_022699385.1,Streptomyces,NCBI,diacarni,HQ,99.64,1.54,7760770,1,7760770,0.7228134579429618
GCF_022747965.1,GCF_022747965.1,Streptomyces,NCBI,virginiae,MQ,99.58,1.46,3186437,29,8561397,0.7230422791981262
GCF_022748185.1,GCF_022748185.1,Streptomyces,NCBI,pseudogriseolus,MQ,99.36,0.0,6482099,15,7627663,0.7249849659063333
