,genus_init,genus_gtdb,quality,genome_id
GCF_017942185.1,Streptomyces,Streptomyces_G,MQ,GCF_017942185.1
GCF_017948455.1,Streptomyces,Streptomyces_G,MQ,GCF_017948455.1
GCF_017948485.1,Streptomyces,Streptomyces_G,LQ,GCF_017948485.1
GCF_017968905.1,Streptomyces,Streptomyces_G,MQ,GCF_017968905.1
GCF_017968925.1,Streptomyces,Streptomyces_G,MQ,GCF_017968925.1
GCF_017968935.1,Streptomyces,Streptomyces_G,MQ,GCF_017968935.1
GCF_017968965.1,Streptomyces,Streptomyces_G,MQ,GCF_017968965.1
GCF_017968985.1,Streptomyces,Streptomyces_G,MQ,GCF_017968985.1
GCF_017969005.1,Streptomyces,Streptomyces_G,MQ,GCF_017969005.1
GCF_017969025.1,Streptomyces,Streptomyces_G,MQ,GCF_017969025.1
GCF_017969045.1,Streptomyces,Streptomyces_G,MQ,GCF_017969045.1
GCF_017969075.1,Streptomyces,Streptomyces_G,MQ,GCF_017969075.1
GCF_017969125.1,Streptomyces,Streptomyces_G,MQ,GCF_017969125.1
GCF_017979945.1,Streptomyces,Streptomyces_G,MQ,GCF_017979945.1
GCF_018035285.1,Streptomyces,Streptomyces_G,LQ,GCF_018035285.1
GCF_018069565.1,Streptomyces,Streptomyces_G,MQ,GCF_018069565.1
GCF_018069625.1,Streptomyces,Streptomyces_G,HQ,GCF_018069625.1
GCF_018070025.1,Streptomyces,Streptomyces_G,MQ,GCF_018070025.1
GCF_018070055.1,Streptomyces,Streptomyces_G,MQ,GCF_018070055.1
GCF_018070125.1,Streptomyces,Streptomyces_G,MQ,GCF_018070125.1
GCF_018070145.1,Streptomyces,Streptomyces_G,MQ,GCF_018070145.1
GCF_018070165.1,Streptomyces,Streptomyces_G,MQ,GCF_018070165.1
GCF_018070175.1,Streptomyces,Streptomyces_G,MQ,GCF_018070175.1
GCF_018070205.1,Streptomyces,Streptomyces_G,LQ,GCF_018070205.1
GCF_018070225.1,Streptomyces,Streptomyces_G,MQ,GCF_018070225.1
GCF_018070255.1,Streptomyces,Streptomyces_G,MQ,GCF_018070255.1
GCF_018070265.1,Streptomyces,Streptomyces_G,MQ,GCF_018070265.1
GCF_018070345.1,Streptomyces,Streptomyces_G,MQ,GCF_018070345.1
GCF_018070535.1,Streptomyces,Streptomyces_G,LQ,GCF_018070535.1
GCF_018070565.1,Streptomyces,Streptomyces_G,LQ,GCF_018070565.1
GCF_018070605.1,Streptomyces,Streptomyces_G,LQ,GCF_018070605.1
GCF_018070665.1,Streptomyces,Streptomyces_G,MQ,GCF_018070665.1
GCF_018070745.1,Streptomyces,Streptomyces_G,LQ,GCF_018070745.1
GCF_018101125.2,Streptomyces,Streptomyces_G,MQ,GCF_018101125.2
GCF_018128905.1,Streptomyces,Streptomyces_G,HQ,GCF_018128905.1
GCF_018138705.1,Streptomyces,Streptomyces_G,MQ,GCF_018138705.1
GCF_018138715.1,Streptomyces,Streptomyces_G,MQ,GCF_018138715.1
GCF_018141485.1,Streptomyces,Streptomyces_G,HQ,GCF_018141485.1
GCF_018255875.1,Streptomyces,Streptomyces_G,HQ,GCF_018255875.1
GCF_018310535.1,Streptomyces,Streptomyces_G,HQ,GCF_018310535.1
GCF_018310575.1,Streptomyces,Streptomyces_G,HQ,GCF_018310575.1
GCF_018327685.1,Streptomyces,Streptomyces_G,MQ,GCF_018327685.1
GCF_018530775.1,Streptomyces,Streptomyces_G,MQ,GCF_018530775.1
GCF_018530825.1,Streptomyces,Streptomyces_G,MQ,GCF_018530825.1
GCF_018555775.1,Streptomyces,Streptomyces_G,LQ,GCF_018555775.1
GCF_018604545.1,Streptomyces,Streptomyces_G,HQ,GCF_018604545.1
GCF_018614005.1,Streptomyces,Streptomyces_G,LQ,GCF_018614005.1
GCF_018614035.1,Streptomyces,Streptomyces_G,LQ,GCF_018614035.1
GCF_018614055.1,Streptomyces,Streptomyces_G,LQ,GCF_018614055.1
GCF_018614075.1,Streptomyces,Streptomyces_G,LQ,GCF_018614075.1
GCF_018614095.1,Streptomyces,Streptomyces_G,LQ,GCF_018614095.1
GCF_018614105.1,Streptomyces,Streptomyces_G,LQ,GCF_018614105.1
GCF_018614135.1,Streptomyces,Streptomyces_G,LQ,GCF_018614135.1
GCF_018614155.1,Streptomyces,Streptomyces_G,LQ,GCF_018614155.1
GCF_018614175.1,Streptomyces,Streptomyces_G,MQ,GCF_018614175.1
GCF_018614185.1,Streptomyces,Streptomyces_G,LQ,GCF_018614185.1
GCF_018614195.1,Streptomyces,Streptomyces_G,LQ,GCF_018614195.1
GCF_018614205.1,Streptomyces,Streptomyces_G,LQ,GCF_018614205.1
GCF_018614355.1,Streptomyces,Streptomyces_G,LQ,GCF_018614355.1
GCF_018614415.1,Streptomyces,Streptomyces_G,LQ,GCF_018614415.1
GCF_018614445.1,Streptomyces,Streptomyces_G,LQ,GCF_018614445.1
GCF_018614475.1,Streptomyces,Streptomyces_G,LQ,GCF_018614475.1
GCF_018614515.1,Streptomyces,Streptomyces_G,LQ,GCF_018614515.1
GCF_018614525.1,Streptomyces,Streptomyces_G,LQ,GCF_018614525.1
GCF_018614575.1,Streptomyces,Streptomyces_G,MQ,GCF_018614575.1
GCF_018614585.1,Streptomyces,Streptomyces_G,LQ,GCF_018614585.1
GCF_018614615.1,Streptomyces,Streptomyces_G,LQ,GCF_018614615.1
GCF_018619165.1,Streptomyces,Streptomyces_G,LQ,GCF_018619165.1
GCF_018619185.1,Streptomyces,Streptomyces_G,LQ,GCF_018619185.1
GCF_018619195.1,Streptomyces,Streptomyces_G,LQ,GCF_018619195.1
GCF_018619235.1,Streptomyces,Streptomyces_G,LQ,GCF_018619235.1
GCF_018619495.1,Streptomyces,Streptomyces_G,MQ,GCF_018619495.1
GCF_018619515.1,Streptomyces,Streptomyces_G,MQ,GCF_018619515.1
GCF_018619535.1,Streptomyces,Streptomyces_G,MQ,GCF_018619535.1
GCF_018619555.1,Streptomyces,Streptomyces_G,MQ,GCF_018619555.1
GCF_018619575.1,Streptomyces,Streptomyces_G,LQ,GCF_018619575.1
GCF_018619585.1,Streptomyces,Streptomyces_G,MQ,GCF_018619585.1
GCF_018638295.1,Streptomyces,Streptomyces_G,LQ,GCF_018638295.1
GCF_018638305.1,Streptomyces,Streptomyces_G,LQ,GCF_018638305.1
GCF_018638335.1,Streptomyces,Streptomyces_G,LQ,GCF_018638335.1
GCF_018728545.1,Streptomyces,Streptomyces_G,MQ,GCF_018728545.1
GCF_018866325.1,Streptomyces,Streptomyces_G,HQ,GCF_018866325.1
GCF_018883605.1,Streptomyces,Streptomyces_G,LQ,GCF_018883605.1
GCF_018927715.1,Streptomyces,Streptomyces_G,LQ,GCF_018927715.1
GCF_018966745.1,Streptomyces,Streptomyces_G,MQ,GCF_018966745.1
GCF_018982965.1,Streptomyces,Streptomyces_G,LQ,GCF_018982965.1
GCF_019029485.1,Streptomyces,Streptomyces_G,MQ,GCF_019029485.1
GCF_019029505.1,Streptomyces,Streptomyces_G,MQ,GCF_019029505.1
GCF_019049085.1,Streptomyces,Streptomyces_G,LQ,GCF_019049085.1
GCF_019049125.1,Streptomyces,Streptomyces_G,LQ,GCF_019049125.1
GCF_019049165.1,Streptomyces,Streptomyces_G,LQ,GCF_019049165.1
GCF_019049185.1,Streptomyces,Streptomyces_G,LQ,GCF_019049185.1
GCF_019049205.1,Streptomyces,Streptomyces_G,LQ,GCF_019049205.1
GCF_019049225.1,Streptomyces,Streptomyces_G,LQ,GCF_019049225.1
GCF_019049245.1,Streptomyces,Streptomyces_G,LQ,GCF_019049245.1
GCF_019049255.1,Streptomyces,Streptomyces_G,LQ,GCF_019049255.1
GCF_019049285.1,Streptomyces,Streptomyces_G,LQ,GCF_019049285.1
GCF_019049305.1,Streptomyces,Streptomyces_G,LQ,GCF_019049305.1
GCF_019049325.1,Streptomyces,Streptomyces_G,LQ,GCF_019049325.1
GCF_019049345.1,Streptomyces,Streptomyces_G,LQ,GCF_019049345.1
GCF_019056675.1,Streptomyces,Streptomyces_G,HQ,GCF_019056675.1
GCF_019059395.1,Streptomyces,Streptomyces_G,MQ,GCF_019059395.1
GCF_019067045.1,Streptomyces,Streptomyces_G,MQ,GCF_019067045.1
GCF_019090105.1,Streptomyces,Streptomyces_G,MQ,GCF_019090105.1
GCF_019090125.1,Streptomyces,Streptomyces_G,LQ,GCF_019090125.1
GCF_019090165.1,Streptomyces,Streptomyces_G,LQ,GCF_019090165.1
GCF_019091445.1,Streptomyces,Streptomyces_G,LQ,GCF_019091445.1
GCF_019091475.1,Streptomyces,Streptomyces_G,LQ,GCF_019091475.1
GCF_019104725.1,Streptomyces,Streptomyces_G,LQ,GCF_019104725.1
GCF_019192735.1,non-Streptomyces,non-Streptomyces_G,LQ,GCF_019192735.1
GCF_019203225.1,Streptomyces,Streptomyces_G,MQ,GCF_019203225.1
GCF_019219635.1,Streptomyces,Streptomyces_G,MQ,GCF_019219635.1
GCF_019219645.1,Streptomyces,Streptomyces_G,MQ,GCF_019219645.1
GCF_019219685.1,Streptomyces,Streptomyces_G,MQ,GCF_019219685.1
GCF_019219825.1,Streptomyces,Streptomyces_G,LQ,GCF_019219825.1
GCF_019286195.1,Streptomyces,Streptomyces_G,HQ,GCF_019286195.1
GCF_019286295.1,Streptomyces,Streptomyces_G,HQ,GCF_019286295.1
GCF_019287315.1,Streptomyces,Streptomyces_G,HQ,GCF_019287315.1
GCF_019303475.1,Streptomyces,Streptomyces_G,LQ,GCF_019303475.1
GCF_019303495.1,Streptomyces,Streptomyces_G,MQ,GCF_019303495.1
GCF_019336385.1,Streptomyces,Streptomyces_G,MQ,GCF_019336385.1
GCF_019350955.1,Streptomyces,Streptomyces_G,LQ,GCF_019350955.1
GCF_019378935.1,Streptomyces,Streptomyces_G,HQ,GCF_019378935.1
GCF_019389735.1,Streptomyces,Streptomyces_G,MQ,GCF_019389735.1
GCF_019389775.1,Streptomyces,Streptomyces_G,MQ,GCF_019389775.1
GCF_019389795.1,Streptomyces,Streptomyces_G,MQ,GCF_019389795.1
GCF_019389835.1,Streptomyces,Streptomyces_G,MQ,GCF_019389835.1
GCF_019399205.1,Streptomyces,Streptomyces_G,LQ,GCF_019399205.1
GCF_019399235.1,Streptomyces,Streptomyces_G,LQ,GCF_019399235.1
GCF_019400875.1,Streptomyces,Streptomyces_G,LQ,GCF_019400875.1
GCF_019400985.1,Streptomyces,Streptomyces_G,LQ,GCF_019400985.1
GCF_019456635.1,Streptomyces,Streptomyces_G,LQ,GCF_019456635.1
GCF_019505165.1,Streptomyces,Streptomyces_G,MQ,GCF_019505165.1
GCF_019599145.1,Streptomyces,Streptomyces_G,HQ,GCF_019599145.1
GCF_019641555.1,Streptomyces,Streptomyces_G,LQ,GCF_019641555.1
GCF_019703895.1,Streptomyces,Streptomyces_G,HQ,GCF_019703895.1
GCF_019710745.1,Streptomyces,Streptomyces_G,LQ,GCF_019710745.1
GCF_019733235.1,Streptomyces,Streptomyces_G,LQ,GCF_019733235.1
GCF_019733245.1,Streptomyces,Streptomyces_G,LQ,GCF_019733245.1
GCF_019733325.1,Streptomyces,Streptomyces_G,MQ,GCF_019733325.1
GCF_019774615.1,Streptomyces,Streptomyces_G,HQ,GCF_019774615.1
GCF_019798105.1,Streptomyces,Streptomyces_G,MQ,GCF_019798105.1
GCF_019831915.1,Streptomyces,Streptomyces_G,MQ,GCF_019831915.1
GCF_019857225.1,Streptomyces,Streptomyces_G,LQ,GCF_019857225.1
GCF_019880305.1,Streptomyces,Streptomyces_G,HQ,GCF_019880305.1
GCF_019880525.1,Streptomyces,Streptomyces_G,MQ,GCF_019880525.1
GCF_019890615.1,Streptomyces,Streptomyces_G,MQ,GCF_019890615.1
GCF_019890635.1,Streptomyces,Streptomyces_G,LQ,GCF_019890635.1
GCF_019890645.1,Streptomyces,Streptomyces_G,LQ,GCF_019890645.1
GCF_019890725.1,Streptomyces,Streptomyces_G,LQ,GCF_019890725.1
GCF_019933235.1,Streptomyces,Streptomyces_G,HQ,GCF_019933235.1
GCF_020010905.1,Streptomyces,Streptomyces_G,MQ,GCF_020010905.1
GCF_020010925.1,Streptomyces,Streptomyces_G,MQ,GCF_020010925.1
GCF_020024005.1,Streptomyces,Streptomyces_G,LQ,GCF_020024005.1
GCF_020026305.1,Streptomyces,Streptomyces_G,HQ,GCF_020026305.1
GCF_020034615.1,Streptomyces,Streptomyces_G,HQ,GCF_020034615.1
GCF_020037025.1,Streptomyces,Streptomyces_G,LQ,GCF_020037025.1
GCF_020092025.1,Streptomyces,Streptomyces_G,MQ,GCF_020092025.1
GCF_020092035.1,Streptomyces,Streptomyces_G,MQ,GCF_020092035.1
GCF_020092045.1,Streptomyces,Streptomyces_G,MQ,GCF_020092045.1
GCF_020092085.1,Streptomyces,Streptomyces_G,MQ,GCF_020092085.1
GCF_020092095.1,Streptomyces,Streptomyces_G,MQ,GCF_020092095.1
GCF_020092125.1,Streptomyces,Streptomyces_G,MQ,GCF_020092125.1
GCF_020092145.1,Streptomyces,Streptomyces_G,MQ,GCF_020092145.1
GCF_020092165.1,Streptomyces,Streptomyces_G,MQ,GCF_020092165.1
GCF_020092175.1,Streptomyces,Streptomyces_G,MQ,GCF_020092175.1
GCF_020092205.1,Streptomyces,Streptomyces_G,MQ,GCF_020092205.1
GCF_020092225.1,Streptomyces,Streptomyces_G,MQ,GCF_020092225.1
GCF_020092245.1,Streptomyces,Streptomyces_G,MQ,GCF_020092245.1
GCF_020092255.1,Streptomyces,Streptomyces_G,MQ,GCF_020092255.1
GCF_020092265.1,Streptomyces,Streptomyces_G,MQ,GCF_020092265.1
GCF_020092305.1,Streptomyces,Streptomyces_G,MQ,GCF_020092305.1
GCF_020092325.1,Streptomyces,Streptomyces_G,MQ,GCF_020092325.1
GCF_020092345.1,Streptomyces,Streptomyces_G,MQ,GCF_020092345.1
GCF_020092355.1,Streptomyces,Streptomyces_G,MQ,GCF_020092355.1
GCF_020092365.1,Streptomyces,Streptomyces_G,MQ,GCF_020092365.1
GCF_020092375.1,Streptomyces,Streptomyces_G,MQ,GCF_020092375.1
GCF_020092425.1,Streptomyces,Streptomyces_G,MQ,GCF_020092425.1
GCF_020092445.1,Streptomyces,Streptomyces_G,MQ,GCF_020092445.1
GCF_020092465.1,Streptomyces,Streptomyces_G,MQ,GCF_020092465.1
GCF_020092485.1,Streptomyces,Streptomyces_G,MQ,GCF_020092485.1
GCF_020092505.1,Streptomyces,Streptomyces_G,MQ,GCF_020092505.1
GCF_020092525.1,Streptomyces,Streptomyces_G,MQ,GCF_020092525.1
GCF_020092545.1,Streptomyces,Streptomyces_G,MQ,GCF_020092545.1
GCF_020092565.1,Streptomyces,Streptomyces_G,MQ,GCF_020092565.1
GCF_020092585.1,Streptomyces,Streptomyces_G,MQ,GCF_020092585.1
GCF_020092605.1,Streptomyces,Streptomyces_G,MQ,GCF_020092605.1
GCF_020092625.1,Streptomyces,Streptomyces_G,MQ,GCF_020092625.1
GCF_020092645.1,Streptomyces,Streptomyces_G,MQ,GCF_020092645.1
GCF_020092665.1,Streptomyces,Streptomyces_G,MQ,GCF_020092665.1
GCF_020092675.1,Streptomyces,Streptomyces_G,MQ,GCF_020092675.1
GCF_020092695.1,Streptomyces,Streptomyces_G,MQ,GCF_020092695.1
GCF_020092725.1,Streptomyces,Streptomyces_G,MQ,GCF_020092725.1
GCF_020093395.1,Streptomyces,Streptomyces_G,MQ,GCF_020093395.1
GCF_020099395.1,Streptomyces,Streptomyces_G,HQ,GCF_020099395.1
GCF_020103755.1,Streptomyces,non-Streptomyces_G,LQ,GCF_020103755.1
GCF_020166595.1,Streptomyces,Streptomyces_G,LQ,GCF_020166595.1
GCF_020176795.1,Streptomyces,Streptomyces_G,LQ,GCF_020176795.1
GCF_020177475.1,Streptomyces,Streptomyces_G,LQ,GCF_020177475.1
GCF_020180955.1,Streptomyces,Streptomyces_G,MQ,GCF_020180955.1
GCF_020181035.1,Streptomyces,Streptomyces_G,LQ,GCF_020181035.1
GCF_020312175.1,Streptomyces,Streptomyces_G,MQ,GCF_020312175.1
GCF_020312215.1,Streptomyces,Streptomyces_G,MQ,GCF_020312215.1
GCF_020312235.1,Streptomyces,Streptomyces_G,LQ,GCF_020312235.1
GCF_020312255.1,Streptomyces,Streptomyces_G,LQ,GCF_020312255.1
GCF_020312265.1,Streptomyces,Streptomyces_G,LQ,GCF_020312265.1
GCF_020312315.1,Streptomyces,Streptomyces_G,LQ,GCF_020312315.1
GCF_020328095.1,Streptomyces,Streptomyces_G,LQ,GCF_020328095.1
GCF_020341595.1,Streptomyces,Streptomyces_G,HQ,GCF_020341595.1
GCF_020400585.1,Streptomyces,Streptomyces_G,LQ,GCF_020400585.1
GCF_020400595.1,Streptomyces,Streptomyces_G,LQ,GCF_020400595.1
GCF_020400605.1,Streptomyces,Streptomyces_G,LQ,GCF_020400605.1
GCF_020400645.1,Streptomyces,Streptomyces_G,MQ,GCF_020400645.1
GCF_020400655.1,Streptomyces,Streptomyces_G,MQ,GCF_020400655.1
GCF_020400685.1,Streptomyces,Streptomyces_G,LQ,GCF_020400685.1
GCF_020400725.1,Streptomyces,Streptomyces_G,LQ,GCF_020400725.1
GCF_020400825.1,Streptomyces,Streptomyces_G,LQ,GCF_020400825.1
GCF_020404845.1,Streptomyces,Streptomyces_G,LQ,GCF_020404845.1
GCF_020410765.1,Streptomyces,Streptomyces_G,HQ,GCF_020410765.1
GCF_020515735.1,Streptomyces,Streptomyces_G,MQ,GCF_020515735.1
GCF_020521255.1,Streptomyces,Streptomyces_G,LQ,GCF_020521255.1
GCF_020521275.1,Streptomyces,Streptomyces_G,MQ,GCF_020521275.1
GCF_020521295.1,Streptomyces,Streptomyces_G,LQ,GCF_020521295.1
GCF_020521315.1,Streptomyces,Streptomyces_G,MQ,GCF_020521315.1
GCF_020532625.1,Streptomyces,Streptomyces_G,LQ,GCF_020532625.1
GCF_020532645.1,Streptomyces,Streptomyces_G,LQ,GCF_020532645.1
GCF_020535385.1,Streptomyces,Streptomyces_G,HQ,GCF_020535385.1
GCF_020564935.1,Streptomyces,Streptomyces_G,LQ,GCF_020564935.1
GCF_020616555.1,Streptomyces,Streptomyces_G,HQ,GCF_020616555.1
GCF_020639365.1,Streptomyces,Streptomyces_G,MQ,GCF_020639365.1
GCF_020640855.1,Streptomyces,Streptomyces_G,MQ,GCF_020640855.1
GCF_020685565.1,Streptomyces,Streptomyces_G,LQ,GCF_020685565.1
GCF_020685665.1,Streptomyces,Streptomyces_G,MQ,GCF_020685665.1
GCF_020739505.1,Streptomyces,Streptomyces_G,MQ,GCF_020739505.1
GCF_020740535.1,Streptomyces,Streptomyces_G,HQ,GCF_020740535.1
GCF_020740835.1,Streptomyces,Streptomyces_G,LQ,GCF_020740835.1
GCF_020740895.1,Streptomyces,Streptomyces_G,LQ,GCF_020740895.1
GCF_020741675.1,non-Streptomyces,non-Streptomyces_G,LQ,GCF_020741675.1
GCF_020783455.1,Streptomyces,Streptomyces_G,HQ,GCF_020783455.1
GCF_020783515.1,Streptomyces,Streptomyces_G,HQ,GCF_020783515.1
GCF_020783535.1,Streptomyces,Streptomyces_G,HQ,GCF_020783535.1
GCF_020783555.1,Streptomyces,Streptomyces_G,HQ,GCF_020783555.1
GCF_020783575.1,Streptomyces,Streptomyces_G,HQ,GCF_020783575.1
GCF_020783595.1,Streptomyces,Streptomyces_G,HQ,GCF_020783595.1
GCF_020783615.1,Streptomyces,Streptomyces_G,HQ,GCF_020783615.1
GCF_020783635.1,Streptomyces,Streptomyces_G,HQ,GCF_020783635.1
GCF_020790115.1,Streptomyces,Streptomyces_G,HQ,GCF_020790115.1
GCF_020819595.1,Streptomyces,Streptomyces_G,LQ,GCF_020819595.1
GCF_020861705.1,Streptomyces,Streptomyces_G,LQ,GCF_020861705.1
GCF_020873815.1,Streptomyces,Streptomyces_G,MQ,GCF_020873815.1
GCF_020873855.1,Streptomyces,Streptomyces_G,LQ,GCF_020873855.1
GCF_020873925.1,Streptomyces,Streptomyces_G,LQ,GCF_020873925.1
GCF_020881015.1,Streptomyces,Streptomyces_G,LQ,GCF_020881015.1
GCF_020881855.1,Streptomyces,Streptomyces_G,HQ,GCF_020881855.1
GCF_020907265.1,Streptomyces,Streptomyces_G,MQ,GCF_020907265.1
GCF_020907985.1,non-Streptomyces,non-Streptomyces_G,LQ,GCF_020907985.1
GCF_020982505.1,Streptomyces,Streptomyces_G,MQ,GCF_020982505.1
GCF_020982545.1,Streptomyces,Streptomyces_G,MQ,GCF_020982545.1
GCF_020991365.1,non-Streptomyces,non-Streptomyces_G,LQ,GCF_020991365.1
GCF_021028635.1,Streptomyces,Streptomyces_G,HQ,GCF_021028635.1
GCF_021029465.1,Streptomyces,Streptomyces_G,HQ,GCF_021029465.1
GCF_021044745.1,Streptomyces,Streptomyces_G,MQ,GCF_021044745.1
GCF_021083325.1,Streptomyces,Streptomyces_G,LQ,GCF_021083325.1
GCF_021165735.1,non-Streptomyces,non-Streptomyces_G,HQ,GCF_021165735.1
GCF_021173675.1,Streptomyces,Streptomyces_G,MQ,GCF_021173675.1
GCF_021216675.1,Streptomyces,Streptomyces_G,HQ,GCF_021216675.1
GCF_021228115.1,Streptomyces,Streptomyces_G,MQ,GCF_021228115.1
GCF_021228125.1,Streptomyces,Streptomyces_G,LQ,GCF_021228125.1
GCF_021228305.1,Streptomyces,Streptomyces_G,LQ,GCF_021228305.1
GCF_021233395.1,Streptomyces,Streptomyces_G,LQ,GCF_021233395.1
GCF_021246025.1,Streptomyces,Streptomyces_G,LQ,GCF_021246025.1
GCF_021261325.1,Streptomyces,Streptomyces_G,MQ,GCF_021261325.1
GCF_021300715.1,Streptomyces,Streptomyces_G,LQ,GCF_021300715.1
GCF_021366495.1,Streptomyces,Streptomyces_G,LQ,GCF_021366495.1
GCF_021383925.1,Streptomyces,Streptomyces_G,HQ,GCF_021383925.1
GCF_021390235.1,Streptomyces,Streptomyces_G,MQ,GCF_021390235.1
GCF_021390475.1,Streptomyces,Streptomyces_G,MQ,GCF_021390475.1
GCF_021390895.1,Streptomyces,Streptomyces_G,MQ,GCF_021390895.1
GCF_021390935.1,Streptomyces,Streptomyces_G,MQ,GCF_021390935.1
GCF_021394475.1,Streptomyces,Streptomyces_G,MQ,GCF_021394475.1
GCF_021394575.1,Streptomyces,Streptomyces_G,MQ,GCF_021394575.1
GCF_021432205.1,Streptomyces,Streptomyces_G,LQ,GCF_021432205.1
GCF_021432215.1,Streptomyces,Streptomyces_G,LQ,GCF_021432215.1
GCF_021432225.1,Streptomyces,Streptomyces_G,LQ,GCF_021432225.1
GCF_021432285.1,Streptomyces,Streptomyces_G,LQ,GCF_021432285.1
GCF_021440105.1,Streptomyces,Streptomyces_G,MQ,GCF_021440105.1
GCF_021441825.1,Streptomyces,Streptomyces_G,HQ,GCF_021441825.1
GCF_021442405.1,Streptomyces,Streptomyces_G,LQ,GCF_021442405.1
GCF_021442415.1,Streptomyces,Streptomyces_G,LQ,GCF_021442415.1
GCF_021462265.1,Streptomyces,Streptomyces_G,LQ,GCF_021462265.1
GCF_021462825.1,Streptomyces,Streptomyces_G,LQ,GCF_021462825.1
GCF_021474405.1,Streptomyces,Streptomyces_G,LQ,GCF_021474405.1
GCF_021474425.1,Streptomyces,Streptomyces_G,LQ,GCF_021474425.1
GCF_021491675.1,Streptomyces,Streptomyces_G,HQ,GCF_021491675.1
GCF_021496465.1,Streptomyces,Streptomyces_G,HQ,GCF_021496465.1
GCF_021496485.1,Streptomyces,Streptomyces_G,HQ,GCF_021496485.1
GCF_021496785.1,Streptomyces,Streptomyces_G,HQ,GCF_021496785.1
GCF_021502675.1,non-Streptomyces,non-Streptomyces_G,MQ,GCF_021502675.1
GCF_021502685.1,Streptomyces,Streptomyces_G,MQ,GCF_021502685.1
GCF_021538775.1,Streptomyces,Streptomyces_G,LQ,GCF_021538775.1
GCF_021538815.1,Streptomyces,Streptomyces_G,LQ,GCF_021538815.1
GCF_021538835.1,Streptomyces,Streptomyces_G,LQ,GCF_021538835.1
GCF_021538875.1,Streptomyces,Streptomyces_G,LQ,GCF_021538875.1
GCF_021538895.1,Streptomyces,Streptomyces_G,LQ,GCF_021538895.1
GCF_021545335.1,Streptomyces,Streptomyces_G,LQ,GCF_021545335.1
GCF_021556455.1,Streptomyces,Streptomyces_G,LQ,GCF_021556455.1
GCF_021600165.1,Streptomyces,Streptomyces_G,MQ,GCF_021600165.1
GCF_021665875.1,Streptomyces,Streptomyces_G,HQ,GCF_021665875.1
GCF_021696945.1,Streptomyces,Streptomyces_G,LQ,GCF_021696945.1
GCF_021890875.1,Streptomyces,Streptomyces_G,LQ,GCF_021890875.1
GCF_021892415.1,Streptomyces,Streptomyces_G,LQ,GCF_021892415.1
GCF_022015835.1,Streptomyces,Streptomyces_G,LQ,GCF_022015835.1
GCF_022026295.1,Streptomyces,Streptomyces_G,HQ,GCF_022026295.1
GCF_022213265.1,Streptomyces,Streptomyces_G,LQ,GCF_022213265.1
GCF_022220465.1,Streptomyces,Streptomyces_G,HQ,GCF_022220465.1
GCF_022221585.1,Streptomyces,Streptomyces_G,HQ,GCF_022221585.1
GCF_022271435.1,Streptomyces,Streptomyces_G,MQ,GCF_022271435.1
GCF_022288725.1,non-Streptomyces,non-Streptomyces_G,LQ,GCF_022288725.1
GCF_022347745.1,Streptomyces,Streptomyces_G,LQ,GCF_022347745.1
GCF_022385335.1,Streptomyces,Streptomyces_G,HQ,GCF_022385335.1
GCF_022392825.1,Streptomyces,Streptomyces_G,LQ,GCF_022392825.1
GCF_022399475.1,Streptomyces,Streptomyces_G,MQ,GCF_022399475.1
GCF_022399485.1,Streptomyces,Streptomyces_G,MQ,GCF_022399485.1
GCF_022399495.1,Streptomyces,Streptomyces_G,MQ,GCF_022399495.1
GCF_022399545.1,Streptomyces,Streptomyces_G,MQ,GCF_022399545.1
GCF_022399585.1,Streptomyces,Streptomyces_G,MQ,GCF_022399585.1
GCF_022414535.1,Streptomyces,Streptomyces_G,LQ,GCF_022414535.1
GCF_022414575.1,Streptomyces,Streptomyces_G,LQ,GCF_022414575.1
GCF_022414595.1,Streptomyces,Streptomyces_G,LQ,GCF_022414595.1
GCF_022414615.1,Streptomyces,Streptomyces_G,LQ,GCF_022414615.1
GCF_022414635.1,Streptomyces,Streptomyces_G,LQ,GCF_022414635.1
GCF_022513565.1,Streptomyces,Streptomyces_G,MQ,GCF_022513565.1
GCF_022524345.1,Streptomyces,Streptomyces_G,MQ,GCF_022524345.1
GCF_022614595.1,Streptomyces,Streptomyces_G,LQ,GCF_022614595.1
GCF_022647665.1,Streptomyces,Streptomyces_G,HQ,GCF_022647665.1
GCF_022695595.1,Streptomyces,Streptomyces_G,HQ,GCF_022695595.1
GCF_022695635.1,Streptomyces,Streptomyces_G,HQ,GCF_022695635.1
GCF_022695985.1,Streptomyces,Streptomyces_G,LQ,GCF_022695985.1
GCF_022698145.1,Streptomyces,Streptomyces_G,MQ,GCF_022698145.1
GCF_022698165.1,Streptomyces,Streptomyces_G,MQ,GCF_022698165.1
GCF_022698285.1,Streptomyces,Streptomyces_G,MQ,GCF_022698285.1
GCF_022698305.1,Streptomyces,Streptomyces_G,MQ,GCF_022698305.1
GCF_022699385.1,Streptomyces,Streptomyces_G,HQ,GCF_022699385.1
GCF_022747965.1,Streptomyces,Streptomyces_G,MQ,GCF_022747965.1
GCF_022748185.1,Streptomyces,Streptomyces_G,MQ,GCF_022748185.1
GCF_022748615.1,Streptomyces,Streptomyces_G,MQ,GCF_022748615.1
GCF_022759525.1,Streptomyces,Streptomyces_G,HQ,GCF_022759525.1
GCF_022760195.1,Streptomyces,Streptomyces_G,HQ,GCF_022760195.1
